9.202700000000000102e+01,1.244920000000000044e+02,9.416899999999999693e+01
2.059039999999999964e+02,2.308119999999999905e+01,1.138010000000000019e+02
1.229920000000000044e+02,1.282319999999999993e+02,1.091490000000000009e+02
1.405430000000000064e+02,9.400239999999999441e+01,1.163949999999999960e+02
1.172169999999999987e+02,1.319240000000000066e+02,1.107990000000000066e+02
1.289350000000000023e+02,1.134150000000000063e+02,1.355769999999999982e+02
2.288309999999999889e+02,7.175289999999999679e+01,1.142549999999999955e+02
1.437760000000000105e+02,1.408209999999999980e+02,1.182530000000000001e+02
1.066320000000000050e+02,1.118700000000000045e+02,1.123900000000000006e+02
9.866020000000000323e+01,7.883089999999999975e+01,1.159500000000000028e+02
1.204429999999999978e+02,1.036719999999999970e+02,1.126749999999999972e+02
7.902689999999999770e+01,1.394799999999999898e+02,1.240229999999999961e+02
1.607210000000000036e+02,1.862390000000000043e+02,1.177129999999999939e+02
1.193979999999999961e+02,-9.503539999999999210e+00,1.206080000000000041e+02
8.372650000000000148e+00,1.683499999999999943e+02,1.111179999999999950e+02
2.888330000000000268e+02,1.613509999999999991e+02,1.363480000000000132e+02
1.304459999999999980e+02,7.498309999999999320e+01,1.228679999999999950e+02
1.183059999999999974e+02,1.078670000000000044e+02,1.132549999999999955e+02
1.123900000000000006e+02,1.046830000000000069e+02,1.147930000000000064e+02
2.216109999999999900e+02,2.862239999999999895e+01,1.018859999999999957e+02
1.385000000000000000e+02,1.029009999999999962e+02,1.082710000000000008e+02
2.420279999999999916e+02,1.181710000000000065e+02,1.128089999999999975e+02
1.229860000000000042e+02,9.006789999999999452e+01,1.099680000000000035e+02
1.383489999999999895e+02,8.291519999999999868e+01,1.148850000000000051e+02
1.348470000000000084e+02,1.122439999999999998e+02,1.152270000000000039e+02
1.079020000000000010e+02,1.177590000000000003e+02,1.112920000000000016e+02
9.368949999999999534e+01,1.045319999999999965e+02,1.127090000000000032e+02
1.481239999999999952e+02,7.980169999999999675e+01,1.176959999999999980e+02
1.109150000000000063e+02,1.290790000000000077e+02,1.050799999999999983e+02
1.503870000000000005e+02,3.975990000000000180e+01,1.142930000000000064e+02
1.291889999999999930e+02,1.313499999999999943e+02,9.406019999999999470e+01
1.004969999999999999e+02,1.095660000000000025e+02,1.131209999999999951e+02
2.002870000000000061e+01,2.525440000000000111e+02,9.662069999999999936e+01
1.610869999999999891e+02,1.114599999999999937e+02,1.077930000000000064e+02
1.146940000000000026e+02,8.955949999999999989e+01,1.114399999999999977e+02
1.625910000000000082e+02,9.198290000000000077e+01,1.067669999999999959e+02
1.946119999999999948e+02,4.993319999999999936e+01,1.115600000000000023e+02
1.187789999999999964e+02,7.063330000000000553e+01,1.197890000000000015e+02
1.082900000000000063e+02,1.253040000000000020e+02,1.073520000000000039e+02
1.639050000000000011e+02,1.613760000000000048e+02,1.188940000000000055e+02
1.813590000000000089e+02,9.282370000000000232e+01,9.689490000000000691e+01
1.062489999999999952e+02,1.129710000000000036e+02,1.098859999999999957e+02
1.102570000000000050e+02,1.221250000000000000e+02,1.059360000000000070e+02
1.230979999999999990e+02,1.129980000000000047e+02,1.094069999999999965e+02
5.141000000000000014e+00,9.055880000000000507e+01,1.109440000000000026e+02
9.641559999999999775e+01,8.796580000000000155e+01,1.137789999999999964e+02
1.175619999999999976e+02,1.098569999999999993e+02,1.146790000000000020e+02
2.154519999999999982e+02,5.803070000000000306e+01,1.241080000000000041e+02
9.513460000000000605e+01,1.868470000000000084e+02,1.123529999999999944e+02
1.082559999999999967e+01,1.086050000000000040e+02,1.095660000000000025e+02
2.265380000000000109e+02,3.770430000000000348e+01,1.038400000000000034e+02
1.568969999999999914e+02,2.259519999999999982e+02,1.090610000000000070e+02
1.348609999999999900e+02,1.042259999999999991e+02,1.147740000000000009e+02
9.314839999999999520e+01,7.888219999999999743e+01,1.095729999999999933e+02
6.331539999999999679e+01,1.060699999999999932e+02,1.072930000000000064e+02
1.125040000000000049e+02,1.077030000000000030e+02,1.173209999999999980e+02
-6.028559999999999697e+00,1.308369999999999891e+02,1.154000000000000057e+02
1.641959999999999980e+02,5.607860000000000156e+01,1.122819999999999965e+02
8.092310000000000514e+01,4.520519999999999783e+01,1.153730000000000047e+02
5.677859999999999729e+01,5.649230000000000018e+01,1.255979999999999990e+02
1.042519999999999953e+02,1.197399999999999949e+02,1.094879999999999995e+02
8.729869999999999663e+01,9.969939999999999714e+01,1.180100000000000051e+02
1.146119999999999948e+02,8.879259999999999309e+01,1.094689999999999941e+02
1.298100000000000023e+02,1.326380000000000052e+02,1.217560000000000002e+02
1.287239999999999895e+02,2.247179999999999893e+02,1.230810000000000031e+02
1.164789999999999992e+02,2.745700000000000074e+01,1.091910000000000025e+02
2.150159999999999911e+02,5.300489999999999924e+01,1.087990000000000066e+02
2.213290000000000077e+02,1.331819999999999879e+02,1.174689999999999941e+02
1.242180000000000035e+02,1.149350000000000023e+02,1.131389999999999958e+02
1.044890000000000043e+02,1.350660000000000025e+02,9.776980000000000359e+01
1.108149999999999977e+02,2.137249999999999943e+02,1.108280000000000030e+02
9.849280000000000257e+01,9.947050000000000125e+01,1.108760000000000048e+02
1.379039999999999964e+02,1.096069999999999993e+02,1.113810000000000002e+02
5.202460000000000306e+00,8.692249999999999943e+01,1.152660000000000053e+02
1.355639999999999930e+02,2.391670000000000016e+02,9.608750000000000568e+01
1.531109999999999900e+02,1.912520000000000095e+02,1.082000000000000028e+02
1.279369999999999976e+02,9.674649999999999750e+01,1.188289999999999935e+02
1.387930000000000064e+02,2.150780000000000030e+02,1.192519999999999953e+02
8.794440000000000168e+01,1.936189999999999856e+01,1.172330000000000041e+02
7.960890000000000555e+01,4.248169999999999646e+01,1.062590000000000003e+02
8.030459999999999354e+01,1.079489999999999981e+02,1.174819999999999993e+02
1.246710000000000065e+02,1.344180000000000064e+02,1.325860000000000127e+02
1.294619999999999891e+02,1.012930000000000064e+02,1.063990000000000009e+02
1.220289999999999964e+02,7.827679999999999438e+01,1.061009999999999991e+02
1.194800000000000040e+02,1.163280000000000030e+02,1.112240000000000038e+02
1.086899999999999977e+02,9.163200000000000500e+01,1.208250000000000028e+02
6.696599999999999397e+01,8.588179999999999836e+01,1.020879999999999939e+02
9.871609999999999729e+01,1.600430000000000064e+02,1.144069999999999965e+02
1.452769999999999868e+02,6.400140000000000384e+01,1.099120000000000061e+02
1.468580000000000041e+02,7.890940000000000509e+01,1.278419999999999987e+02
1.067720000000000056e+02,1.221700000000000017e+02,1.131029999999999944e+02
